"","...1","post_id","post_created","post_text","user_id","followers","friends","favourites","statuses","retweets","label"
"2806",2805,660922281577701376,"Sun Nov 01 20:52:05 +0000 2015","i love you bitch i aint ever gonna stop loving you bitch",3045320288,1505,2082,6920,13251,264,1
"2807",2806,660918278596915200,"Sun Nov 01 20:36:11 +0000 2015","i had a dream you were my boyfriend and it was so lovey and im sad now",3045320288,1505,2082,6920,13251,0,1
"2808",2807,660912195283218432,"Sun Nov 01 20:12:01 +0000 2015","the new broken scene",3045320288,1505,2082,6920,13251,24910,1
"2809",2808,660899367121911808,"Sun Nov 01 19:21:02 +0000 2015","my parents can buy brand new cars but not tickets to see",3045320288,1505,2082,6920,13251,0,1
"2810",2809,660899024166227968,"Sun Nov 01 19:19:40 +0000 2015","trick or",3045320288,1505,2082,6920,13251,19165,1
"2811",2810,660897475847303168,"Sun Nov 01 19:13:31 +0000 2015","sleepy smiley cam is my religion",3045320288,1505,2082,6920,13251,0,1
"2812",2811,660897412991418368,"Sun Nov 01 19:13:16 +0000 2015","this little one woke me up",3045320288,1505,2082,6920,13251,23368,1
"2813",2812,660893504801894400,"Sun Nov 01 18:57:45 +0000 2015","hey follow me you cute little shit",3045320288,1505,2082,6920,13251,0,1
"2814",2813,660886522896388096,"Sun Nov 01 18:30:00 +0000 2015","lolcals pictures",3045320288,1505,2082,6920,13251,1,1
"2815",2814,660762530579517440,"Sun Nov 01 10:17:18 +0000 2015","hope everything is okay praying for all of you",3045320288,1505,2082,6920,13251,0,1
"2816",2815,660760481624276992,"Sun Nov 01 10:09:09 +0000 2015","i actually dont know but i can tweetdm you them if youd like",3045320288,1505,2082,6920,13251,0,1
"2817",2816,660750670492905472,"Sun Nov 01 09:30:10 +0000 2015","who doesnt",3045320288,1505,2082,6920,13251,0,1
"2818",2817,660750444608667648,"Sun Nov 01 09:29:16 +0000 2015","beautiful",3045320288,1505,2082,6920,13251,896,1
"2819",2818,660750291831140352,"Sun Nov 01 09:28:40 +0000 2015","ok but michael is so beautiful what the fuck",3045320288,1505,2082,6920,13251,850,1
"2820",2819,660750265021153280,"Sun Nov 01 09:28:33 +0000 2015","for all the luke girls out there",3045320288,1505,2082,6920,13251,813,1
"2821",2820,660750227243044864,"Sun Nov 01 09:28:24 +0000 2015","calum admiring michaels beauty",3045320288,1505,2082,6920,13251,853,1
"2822",2821,660750199799742464,"Sun Nov 01 09:28:18 +0000 2015","calum is literally the string king",3045320288,1505,2082,6920,13251,726,1
"2823",2822,660749709883998208,"Sun Nov 01 09:26:21 +0000 2015","i love this",3045320288,1505,2082,6920,13251,1391,1
"2824",2823,660743459611873280,"Sun Nov 01 09:01:31 +0000 2015","fucking hell",3045320288,1505,2082,6920,13251,0,1
"2825",2824,660687632565825536,"Sun Nov 01 05:19:41 +0000 2015","tonight was the last time we had a chance to hear some songs live sounds live feels live tour will open a whole new ch",3045320288,1505,2082,6920,13251,201,1
"2826",2825,660677875884929024,"Sun Nov 01 04:40:55 +0000 2015","in other words we said goodbye to my life",3045320288,1505,2082,6920,13251,882,1
"2827",2826,660672699908288512,"Sun Nov 01 04:20:21 +0000 2015","i have respect for that girl but ill never send her hate",3045320288,1505,2082,6920,13251,5,1
"2828",2827,660670433423790080,"Sun Nov 01 04:11:20 +0000 2015","wait harry and louis hugged ildfiwucbwuibcjkbuibudonqow larryhug",3045320288,1505,2082,6920,13251,0,1
"2829",2828,660669849257963520,"Sun Nov 01 04:09:01 +0000 2015","im so glad im in malums lane",3045320288,1505,2082,6920,13251,0,1
"2830",2829,660667524162260992,"Sun Nov 01 03:59:47 +0000 2015","if anyone wants to talk my dms are always open and ill do my best to help lt",3045320288,1505,2082,6920,13251,0,1
"2831",2830,660666206681100288,"Sun Nov 01 03:54:32 +0000 2015","remember than you are better than this dont downgrade yourself to this level",3045320288,1505,2082,6920,13251,72,1
"2832",2831,660666084165468160,"Sun Nov 01 03:54:03 +0000 2015","ahh sending you all virtual hugs and take one as pass it ongt",3045320288,1505,2082,6920,13251,275,1
"2833",2832,660665845178236928,"Sun Nov 01 03:53:06 +0000 2015","im sending virtual hug to anyone whos in need right now stay strong xx",3045320288,1505,2082,6920,13251,154,1
"2834",2833,660664127258386432,"Sun Nov 01 03:46:17 +0000 2015","happy halloween",3045320288,1505,2082,6920,13251,1607,1
"2835",2834,660663638324211712,"Sun Nov 01 03:44:20 +0000 2015","remember to not participate in the drama we are here for the music",3045320288,1505,2082,6920,13251,222,1
"2836",2835,660663299579600896,"Sun Nov 01 03:42:59 +0000 2015","its okay to be sad over this just dont dwell on it im here for you luke girls",3045320288,1505,2082,6920,13251,0,1
"2837",2836,660661875806306304,"Sun Nov 01 03:37:20 +0000 2015","watch her delete it and blame it on the alcohol",3045320288,1505,2082,6920,13251,39,1
"2838",2837,660650633570177024,"Sun Nov 01 02:52:39 +0000 2015","so true",3045320288,1505,2082,6920,13251,647,1
"2839",2838,660641351948603392,"Sun Nov 01 02:15:47 +0000 2015","granlund took a hard hit and then parise jumping to his linemates defense went after ott mnwild",3045320288,1505,2082,6920,13251,21,1
"2840",2839,660627409213894656,"Sun Nov 01 01:20:22 +0000 2015","ott takes a penalty and mnwild will have of minvsstl",3045320288,1505,2082,6920,13251,9,1
"2841",2840,660626414647926784,"Sun Nov 01 01:16:25 +0000 2015","zucker draws a penalty and mnwild will go on the pp",3045320288,1505,2082,6920,13251,5,1
"2842",2841,660621059826151424,"Sun Nov 01 00:55:09 +0000 2015","stay safe i love you jey",3045320288,1505,2082,6920,13251,0,1
"2843",2842,660620881303990272,"Sun Nov 01 00:54:26 +0000 2015","got lots of candy now were going out to scare the shit out of ourselves hope you guys are having a great hallow",3045320288,1505,2082,6920,13251,422,1
"2844",2843,660619051635355648,"Sun Nov 01 00:47:10 +0000 2015","holla for haula mnwild ties it up with first of the year minvsstl",3045320288,1505,2082,6920,13251,88,1
"2845",2844,660616585690812416,"Sun Nov 01 00:37:22 +0000 2015","zuck yeah mnwild gets on the board and cuts stlblues lead to in the first",3045320288,1505,2082,6920,13251,102,1
"2846",2845,660611538756087808,"Sun Nov 01 00:17:19 +0000 2015","chris has such a beautiful smile",3045320288,1505,2082,6920,13251,0,1
"2847",2846,660603308323659776,"Sat Oct 31 23:44:36 +0000 2015","being a fangirl its so hard we deserve a award free tickets and flights and meet greets",3045320288,1505,2082,6920,13251,83,1
"2848",2847,660599847314067456,"Sat Oct 31 23:30:51 +0000 2015","bringin back the happy halloween",3045320288,1505,2082,6920,13251,42640,1
"2849",2848,660595073730502656,"Sat Oct 31 23:11:53 +0000 2015","a message from your favorite rockerz mr axxe and mr loxx",3045320288,1505,2082,6920,13251,30637,1
"2850",2849,660594818704216064,"Sat Oct 31 23:10:52 +0000 2015","and the safety pin is the representation of punk rock joining us all together michael thenewbrokenscene",3045320288,1505,2082,6920,13251,278,1
"2851",2850,660593537218572288,"Sat Oct 31 23:05:47 +0000 2015","the safety pin symbol is like one half of the heais the fans and the other half of the heais the band ashto",3045320288,1505,2082,6920,13251,364,1
"2852",2851,660593534001528832,"Sat Oct 31 23:05:46 +0000 2015","this symbol it symbolise two broken things coming together to form a whole thats all better ashton thenewbroken",3045320288,1505,2082,6920,13251,242,1
"2853",2852,660593051279036416,"Sat Oct 31 23:03:51 +0000 2015","we want to mean something to you ashton thenewbrokenscene",3045320288,1505,2082,6920,13251,252,1
"2854",2853,660593048250769408,"Sat Oct 31 23:03:50 +0000 2015","i just want this next album and this band to mean something to you instead of some pointless shit thats on the radio",3045320288,1505,2082,6920,13251,218,1
"2855",2854,660592690069827584,"Sat Oct 31 23:02:25 +0000 2015","we dont give a damn as long as it means something to every single one of you guys then thats all we care about",3045320288,1505,2082,6920,13251,254,1
"2856",2855,660592682507460608,"Sat Oct 31 23:02:23 +0000 2015","i think if we can write music thats from our hearts for you it doesnt matter if theyre not worldwide hits thats",3045320288,1505,2082,6920,13251,239,1
"2857",2856,660592662068596736,"Sat Oct 31 23:02:18 +0000 2015","we have our ups and we have our downs especially but thats okay we live in a weird fucking world these days",3045320288,1505,2082,6920,13251,247,1
"2858",2857,660592640572813312,"Sat Oct 31 23:02:13 +0000 2015","real issues that everyone has in this room everyone watching at home everyones got their problems got their dem",3045320288,1505,2082,6920,13251,245,1
"2859",2858,660592055857491968,"Sat Oct 31 22:59:53 +0000 2015","and we wanna be the band for you we wanna be here for you because we have shit going on as well ashton the",3045320288,1505,2082,6920,13251,248,1
"2860",2859,660591701656928256,"Sat Oct 31 22:58:29 +0000 2015","i just feel like myself in flair pants you know",3045320288,1505,2082,6920,13251,32649,1
"2861",2860,660591605276016640,"Sat Oct 31 22:58:06 +0000 2015","you guys do more for the world than you actually know we wanna write real songs for real people ashton thenewb",3045320288,1505,2082,6920,13251,470,1
"2862",2861,660590589075820544,"Sat Oct 31 22:54:04 +0000 2015","but the malum moments fucked with me",3045320288,1505,2082,6920,13251,0,1
"2863",2862,660590261131603968,"Sat Oct 31 22:52:46 +0000 2015","ashton at the new broken scene live thenewbrokenscene",3045320288,1505,2082,6920,13251,1038,1
"2864",2863,660590179816620032,"Sat Oct 31 22:52:26 +0000 2015","cant wait to talk to some of you in person about being happier over coming depression especially on at magcon",3045320288,1505,2082,6920,13251,12671,1
"2865",2864,660587436469194752,"Sat Oct 31 22:41:32 +0000 2015","i think i did actually use up the data on my phone thenewbrokenscene",3045320288,1505,2082,6920,13251,0,1
"2866",2865,660585997017583616,"Sat Oct 31 22:35:49 +0000 2015","words cant describe how proud of i am thenewbrokenscene",3045320288,1505,2082,6920,13251,345,1
"2867",2866,660585976507445248,"Sat Oct 31 22:35:44 +0000 2015","ashton fans are one half of the heaand band is the othermichael safety pin is the music thenewbrokenscene",3045320288,1505,2082,6920,13251,812,1
"2868",2867,660585293024636928,"Sat Oct 31 22:33:01 +0000 2015","my friend threw a paper with my at calum im screaming he was so hu youre still my fav babe",3045320288,1505,2082,6920,13251,269,1
"2869",2868,660585020411678720,"Sat Oct 31 22:31:56 +0000 2015","calum on the drums and luke on the bass thenewbrokenscene",3045320288,1505,2082,6920,13251,136,1
"2870",2869,660584944431927296,"Sat Oct 31 22:31:38 +0000 2015","everyone after thenewbrokenscene livestream",3045320288,1505,2082,6920,13251,505,1
"2871",2870,660584836931805184,"Sat Oct 31 22:31:12 +0000 2015","wrapped around your finger fuck fucking yes im so up for it",3045320288,1505,2082,6920,13251,187,1
"2872",2871,660584807387148288,"Sat Oct 31 22:31:05 +0000 2015","yes mum dad thanks you for creating me and im fuckin amazing",3045320288,1505,2082,6920,13251,320,1
"2873",2872,660584787598442496,"Sat Oct 31 22:31:01 +0000 2015","sing with us no matter where you are ashton irwin",3045320288,1505,2082,6920,13251,434,1
"2874",2873,660584771974639616,"Sat Oct 31 22:30:57 +0000 2015","the new broken scene is just for us for our issues for our problems and demons we live in a real fuckin world but",3045320288,1505,2082,6920,13251,426,1
"2875",2874,660584672045367296,"Sat Oct 31 22:30:33 +0000 2015","but if you ask her shell say the new broken scene bitchesthenewbrokenscene",3045320288,1505,2082,6920,13251,498,1
"2876",2875,660584659017854976,"Sat Oct 31 22:30:30 +0000 2015","fans are one half of the heaand the band is the other one so we just had to put those two together ashton irwinthe",3045320288,1505,2082,6920,13251,804,1
"2877",2876,660584482643177472,"Sat Oct 31 22:29:48 +0000 2015","this day was amazing thank you for everything thenewbrokenscene",3045320288,1505,2082,6920,13251,288,1
"2878",2877,660584455459880960,"Sat Oct 31 22:29:41 +0000 2015","ashtons speech before jet black heahad me in tears hes such an amazing person i love him so damn much thenewbrokensc",3045320288,1505,2082,6920,13251,918,1
"2879",2878,660561178515496960,"Sat Oct 31 20:57:12 +0000 2015","i cant help but stare at you",3045320288,1505,2082,6920,13251,12046,1
"2880",2879,660559312821972992,"Sat Oct 31 20:49:47 +0000 2015","come watch us play a gig",3045320288,1505,2082,6920,13251,19159,1
"2881",2880,660558598422966272,"Sat Oct 31 20:46:57 +0000 2015","were going on in like minutes",3045320288,1505,2082,6920,13251,22451,1
"2882",2881,660552488630640640,"Sat Oct 31 20:22:40 +0000 2015","same",3045320288,1505,2082,6920,13251,23,1
"2883",2882,660552488454492160,"Sat Oct 31 20:22:40 +0000 2015","new broken scene atlanta",3045320288,1505,2082,6920,13251,27133,1
"2884",2883,660548770526924800,"Sat Oct 31 20:07:53 +0000 2015","so to the procrastinators who still dont have a halloween costume aka me happyhalloween",3045320288,1505,2082,6920,13251,4539,1
"2885",2884,660543749143986176,"Sat Oct 31 19:47:56 +0000 2015","im not going out this year",3045320288,1505,2082,6920,13251,0,1
"2886",2885,660543524903915520,"Sat Oct 31 19:47:03 +0000 2015","happy halloween",3045320288,1505,2082,6920,13251,15160,1
"2887",2886,660541839229890560,"Sat Oct 31 19:40:21 +0000 2015","i kinda wanted to go trickortreat today im getting too old for that though",3045320288,1505,2082,6920,13251,0,1
"2888",2887,660541549000814592,"Sat Oct 31 19:39:12 +0000 2015","happy halloween my fothermuckers hope its awesome and you get lots of candy my girlfriend",3045320288,1505,2082,6920,13251,447,1
"2889",2888,660531419106512896,"Sat Oct 31 18:58:57 +0000 2015","shrek vs thor coming to a cinema near you this spooky season swor asgard there can only be one",3045320288,1505,2082,6920,13251,22711,1
"2890",2889,660520007969837056,"Sat Oct 31 18:13:36 +0000 2015","oh thank you",3045320288,1505,2082,6920,13251,0,1
"2891",2890,660506038475485184,"Sat Oct 31 17:18:05 +0000 2015","oh my fucking god",3045320288,1505,2082,6920,13251,0,1
"2892",2891,660505966698364928,"Sat Oct 31 17:17:48 +0000 2015","karl from guitar centre",3045320288,1505,2082,6920,13251,30145,1
"2893",2892,660352045145190400,"Sat Oct 31 07:06:10 +0000 2015","michael got so scared he almost shat his pants",3045320288,1505,2082,6920,13251,701,1
"2894",2893,660351861824749568,"Sat Oct 31 07:05:27 +0000 2015","calum hood and his tummy appreciation tweet",3045320288,1505,2082,6920,13251,1009,1
"2895",2894,660351808859049984,"Sat Oct 31 07:05:14 +0000 2015","in case that u have a snapchat",3045320288,1505,2082,6920,13251,838,1
"2896",2895,660351687354396672,"Sat Oct 31 07:04:45 +0000 2015","petition for to move to keeks or to staposting videos on twitter or instagram or somewhere else just not snapchat",3045320288,1505,2082,6920,13251,433,1
"2897",2896,660351652193370112,"Sat Oct 31 07:04:37 +0000 2015","put this on my grave please and thank you",3045320288,1505,2082,6920,13251,722,1
"2898",2897,660351593317928960,"Sat Oct 31 07:04:23 +0000 2015","ashton and luke on what things make them feel good",3045320288,1505,2082,6920,13251,573,1
"2899",2898,660351511449374720,"Sat Oct 31 07:04:03 +0000 2015","i think im dead",3045320288,1505,2082,6920,13251,665,1
"2900",2899,660351423280877568,"Sat Oct 31 07:03:42 +0000 2015","me omg",3045320288,1505,2082,6920,13251,812,1
"2901",2900,660351260231503872,"Sat Oct 31 07:03:03 +0000 2015","happy bean",3045320288,1505,2082,6920,13251,714,1
"2902",2901,660351166732066816,"Sat Oct 31 07:02:41 +0000 2015","can michael hug me like this please",3045320288,1505,2082,6920,13251,685,1
"2903",2902,660351137879449600,"Sat Oct 31 07:02:34 +0000 2015","oh my god",3045320288,1505,2082,6920,13251,514,1
"2904",2903,660351028982775808,"Sat Oct 31 07:02:08 +0000 2015","literally me",3045320288,1505,2082,6920,13251,423,1
"2905",2904,660350850884222976,"Sat Oct 31 07:01:26 +0000 2015","this makes me so happy",3045320288,1505,2082,6920,13251,525,1
"2906",2905,660350809079582720,"Sat Oct 31 07:01:16 +0000 2015","cashton is rising and im loving it",3045320288,1505,2082,6920,13251,527,1
"2907",2906,660350774912806912,"Sat Oct 31 07:01:08 +0000 2015","an explanation on how sgfg can kill people",3045320288,1505,2082,6920,13251,825,1
"2908",2907,660350694419927040,"Sat Oct 31 07:00:48 +0000 2015","rolls my eyes out",3045320288,1505,2082,6920,13251,623,1
"2909",2908,660350608130469888,"Sat Oct 31 07:00:28 +0000 2015","when you type hood instead of good",3045320288,1505,2082,6920,13251,747,1
"2910",2909,660349943010365440,"Sat Oct 31 06:57:49 +0000 2015","thought i woke up next to a hot chick it turned out to be lucas loxx",3045320288,1505,2082,6920,13251,41335,1
"2911",2910,660349871493283840,"Sat Oct 31 06:57:32 +0000 2015","seconds of sexx have cum to rock yur world",3045320288,1505,2082,6920,13251,50291,1
"2912",2911,660349242649608192,"Sat Oct 31 06:55:02 +0000 2015","actually me",3045320288,1505,2082,6920,13251,477,1
"2913",2912,660334198968856576,"Sat Oct 31 05:55:16 +0000 2015","happy halloween",3045320288,1505,2082,6920,13251,3942,1
"2914",2913,660321743374958592,"Sat Oct 31 05:05:46 +0000 2015","i feel like what people dress as for halloween is a very accurate representation of who they really are lol i would love",3045320288,1505,2082,6920,13251,36074,1
"2915",2914,660313712121614336,"Sat Oct 31 04:33:51 +0000 2015","i thought album release week was stressful but then i witnessed matt damon grow potatoes on mars themartian",3045320288,1505,2082,6920,13251,26637,1
"2916",2915,660313668408635392,"Sat Oct 31 04:33:41 +0000 2015","this pawas hilarious i couldnt stop laughing",3045320288,1505,2082,6920,13251,19928,1
"2917",2916,660311695458349056,"Sat Oct 31 04:25:50 +0000 2015","of the world is a sexy cat or bunny",3045320288,1505,2082,6920,13251,37175,1
"2918",2917,660264697640280064,"Sat Oct 31 01:19:05 +0000 2015","he went to jared surgeon nets a ppg with left in the second and mnwild goes up against the blackhawks chivsmin",3045320288,1505,2082,6920,13251,103,1
"2919",2918,660261428088049664,"Sat Oct 31 01:06:06 +0000 2015","you make it sound so sweet when you lie to me",3045320288,1505,2082,6920,13251,161,1
"2920",2919,660257530875023360,"Sat Oct 31 00:50:37 +0000 2015","mnwild takes the lead into the first intermission with late goal against chicago",3045320288,1505,2082,6920,13251,78,1
"2921",2920,660255020118511616,"Sat Oct 31 00:40:38 +0000 2015","carts ryan carter nets his second of the year to tie the game with left in the first chivsmin mnwild",3045320288,1505,2082,6920,13251,83,1
"2922",2921,660203767288082432,"Fri Oct 30 21:16:58 +0000 2015","flawless",3045320288,1505,2082,6920,13251,435,1
"2923",2922,660203767288082432,"Fri Oct 30 21:16:58 +0000 2015","flawless",3045320288,1505,2082,6920,13251,435,1
"2924",2923,660171493138001920,"Fri Oct 30 19:08:44 +0000 2015","so proud",3045320288,1505,2082,6920,13251,20,1
"2925",2924,660171265525678080,"Fri Oct 30 19:07:49 +0000 2015","lets fangirl together michael jabsos soa",3045320288,1505,2082,6920,13251,0,1
"2926",2925,660170755397648384,"Fri Oct 30 19:05:48 +0000 2015","i just wanna post photos of the version of forever",3045320288,1505,2082,6920,13251,44652,1
"2927",2926,660170091519021056,"Fri Oct 30 19:03:09 +0000 2015","when little girl achieved all your dreams",3045320288,1505,2082,6920,13251,778,1
"2928",2927,660168160352440320,"Fri Oct 30 18:55:29 +0000 2015","jack h and his friends singing hey everybody in a taxicab",3045320288,1505,2082,6920,13251,946,1
"2929",2928,660167199517229056,"Fri Oct 30 18:51:40 +0000 2015","the numbers so far holy shit thank you all so much for buying sounds good feels good you are the greatest ever",3045320288,1505,2082,6920,13251,23579,1
"2930",2929,660161717377232896,"Fri Oct 30 18:29:53 +0000 2015","massive congratulations to who are no in the official album cha",3045320288,1505,2082,6920,13251,15388,1
"2931",2930,660161610065903616,"Fri Oct 30 18:29:27 +0000 2015","how did we end up here",3045320288,1505,2082,6920,13251,26336,1
"2932",2931,660153181230383104,"Fri Oct 30 17:55:58 +0000 2015","sounds good feels good went to in the netherlands",3045320288,1505,2082,6920,13251,269,1
"2933",2932,660152685899857920,"Fri Oct 30 17:54:00 +0000 2015","some fans",3045320288,1505,2082,6920,13251,0,1
"2934",2933,660152365207564288,"Fri Oct 30 17:52:43 +0000 2015","also got album in ireland",3045320288,1505,2082,6920,13251,293,1
"2935",2934,660150807073914880,"Fri Oct 30 17:46:32 +0000 2015","sounds good feels good outsold its closest rival meaning for every copies it sold its rival sold",3045320288,1505,2082,6920,13251,227,1
"2936",2935,660150531680112640,"Fri Oct 30 17:45:26 +0000 2015","sounds good feels good has become first album in the uk after it stormed its way to the top of the chart",3045320288,1505,2082,6920,13251,351,1
"2937",2936,660149461289594880,"Fri Oct 30 17:41:11 +0000 2015","to everyone thats supporting sgfg we love you and i hope its everything you hoped for today it is number in the uk insane",3045320288,1505,2082,6920,13251,26145,1
"2938",2937,660149207911632896,"Fri Oct 30 17:40:10 +0000 2015","no we cant talk about this",3045320288,1505,2082,6920,13251,955,1
"2939",2938,660148910027988992,"Fri Oct 30 17:38:59 +0000 2015","our first number album in the uk what a feeling this is thank you so much we are over the moon with this all my lov",3045320288,1505,2082,6920,13251,30046,1
"2940",2939,659999305843929088,"Fri Oct 30 07:44:31 +0000 2015","calum hood is wonderful pass it on",3045320288,1505,2082,6920,13251,522,1
"2941",2940,659971632077799424,"Fri Oct 30 05:54:33 +0000 2015","literally me bc i just got it today",3045320288,1505,2082,6920,13251,0,1
"2942",2941,659971570312474624,"Fri Oct 30 05:54:18 +0000 2015","me after i listened to sgfg for the first time",3045320288,1505,2082,6920,13251,472,1
"2943",2942,659954584631144448,"Fri Oct 30 04:46:48 +0000 2015","the girl who cries wolf everyday ignored by gravity",3045320288,1505,2082,6920,13251,0,1
"2944",2943,659953171175862272,"Fri Oct 30 04:41:12 +0000 2015","are not your average band and thats what i like the most about them they give us so much more than just music",3045320288,1505,2082,6920,13251,323,1
"2945",2944,659953083439431680,"Fri Oct 30 04:40:51 +0000 2015","once i tried to light my faon fire and i accidentally burned my ass michael clifford",3045320288,1505,2082,6920,13251,88,1
"2946",2945,659949496609017856,"Fri Oct 30 04:26:35 +0000 2015","hi goodnight",3045320288,1505,2082,6920,13251,36417,1
"2947",2946,659929213365981184,"Fri Oct 30 03:06:00 +0000 2015","luke ashton through the years iheart iheart",3045320288,1505,2082,6920,13251,1322,1
"2948",2947,659928758078455808,"Fri Oct 30 03:04:11 +0000 2015","im listening to that right now omf",3045320288,1505,2082,6920,13251,0,1
"2949",2948,659928682274799616,"Fri Oct 30 03:03:53 +0000 2015","calum listened to castaway on spotify",3045320288,1505,2082,6920,13251,43,1
"2950",2949,659928197069320192,"Fri Oct 30 03:01:57 +0000 2015","best trick or treating ive ever done thank you",3045320288,1505,2082,6920,13251,223,1
"2951",2950,659924505763033088,"Fri Oct 30 02:47:17 +0000 2015","plaid never looked so good way to rock it",3045320288,1505,2082,6920,13251,3456,1
"2952",2951,659924485651300352,"Fri Oct 30 02:47:12 +0000 2015","are you hitting on me target",3045320288,1505,2082,6920,13251,12147,1
"2953",2952,659922719761297408,"Fri Oct 30 02:40:11 +0000 2015","make me realize i am truly lucky to have people like you",3045320288,1505,2082,6920,13251,47761,1
"2954",2953,659922718536527872,"Fri Oct 30 02:40:11 +0000 2015","i met a dude tonight who was a fan he was so full of life and so positive he sang his heaout for an hour moments like",3045320288,1505,2082,6920,13251,41979,1
"2955",2954,659921115280633856,"Fri Oct 30 02:33:49 +0000 2015","tbh this was one of my favorite costume days and i saw them last year as the ninja turtles in miami a",3045320288,1505,2082,6920,13251,62,1
"2956",2955,659920997248724992,"Fri Oct 30 02:33:21 +0000 2015","what about samm",3045320288,1505,2082,6920,13251,0,1
"2957",2956,659916350526099456,"Fri Oct 30 02:14:53 +0000 2015","no one understands how happy make me",3045320288,1505,2082,6920,13251,0,1
"2958",2957,659870801823268864,"Thu Oct 29 23:13:53 +0000 2015","i hope he takes your filthy heaand then he throws you away some day",3045320288,1505,2082,6920,13251,690,1
"2959",2958,659765739839033344,"Thu Oct 29 16:16:24 +0000 2015","one of the most important articles written about our fans thank you for understanding us and our fans https",3045320288,1505,2082,6920,13251,27716,1
"2960",2959,659622180917870592,"Thu Oct 29 06:45:57 +0000 2015","well hello there",3045320288,1505,2082,6920,13251,15341,1
"2961",2960,659622163570257920,"Thu Oct 29 06:45:53 +0000 2015","pimples are okay dont be ashamed or let it affect your confidence",3045320288,1505,2082,6920,13251,14251,1
"2962",2961,659622066509910016,"Thu Oct 29 06:45:30 +0000 2015","you guys are so cute",3045320288,1505,2082,6920,13251,0,1
"2963",2962,659621605396484096,"Thu Oct 29 06:43:40 +0000 2015","how was that",3045320288,1505,2082,6920,13251,0,1
"2964",2963,659604276197523456,"Thu Oct 29 05:34:48 +0000 2015","throwing it back",3045320288,1505,2082,6920,13251,187,1
"2965",2964,659578721402163200,"Thu Oct 29 03:53:16 +0000 2015","guyyysssss",3045320288,1505,2082,6920,13251,76,1
"2966",2965,659578505567449088,"Thu Oct 29 03:52:24 +0000 2015","its funny how i carved jack skellington on my pumpkin and so did jeyy exactly one year ago",3045320288,1505,2082,6920,13251,0,1
"2967",2966,659548891570794496,"Thu Oct 29 01:54:44 +0000 2015","love you",3045320288,1505,2082,6920,13251,4393,1
"2968",2967,659548890711003136,"Thu Oct 29 01:54:44 +0000 2015","for a follow",3045320288,1505,2082,6920,13251,13724,1
"2969",2968,659535113550733312,"Thu Oct 29 00:59:59 +0000 2015","this is so important",3045320288,1505,2082,6920,13251,2,1
"2970",2969,659516895998029824,"Wed Oct 28 23:47:35 +0000 2015","im sick",3045320288,1505,2082,6920,13251,0,1
"2971",2970,659509748056784896,"Wed Oct 28 23:19:11 +0000 2015","me and spider man",3045320288,1505,2082,6920,13251,6158,1
"2972",2971,659509650459463680,"Wed Oct 28 23:18:48 +0000 2015","i long for that feeling to not feel at all",3045320288,1505,2082,6920,13251,990,1
"2973",2972,659494646188412928,"Wed Oct 28 22:19:11 +0000 2015","get a shot of the drummerashton",3045320288,1505,2082,6920,13251,16728,1
"2974",2973,659494485080956928,"Wed Oct 28 22:18:32 +0000 2015","lock up your daughters",3045320288,1505,2082,6920,13251,41739,1
"2975",2974,659494360816324608,"Wed Oct 28 22:18:03 +0000 2015","please",3045320288,1505,2082,6920,13251,0,1
"2976",2975,659494315056500736,"Wed Oct 28 22:17:52 +0000 2015","lets just chill and watch american horror story",3045320288,1505,2082,6920,13251,839,1
"2977",2976,659492653264863232,"Wed Oct 28 22:11:15 +0000 2015","follow me alex",3045320288,1505,2082,6920,13251,0,1
"2978",2977,659492482049179648,"Wed Oct 28 22:10:35 +0000 2015","this for a cute dm or follow or selfie or puppy",3045320288,1505,2082,6920,13251,2042,1
"2979",2978,659404109842288640,"Wed Oct 28 16:19:25 +0000 2015","seconds of halloween",3045320288,1505,2082,6920,13251,408,1
"2980",2979,659396697009709056,"Wed Oct 28 15:49:58 +0000 2015","thank you",3045320288,1505,2082,6920,13251,18930,1
"2981",2980,659391769587544064,"Wed Oct 28 15:30:23 +0000 2015","been listening to my mates new album",3045320288,1505,2082,6920,13251,123171,1
"2982",2981,659383662190825472,"Wed Oct 28 14:58:10 +0000 2015","sleepy calum is my religion",3045320288,1505,2082,6920,13251,0,1
"2983",2982,659383130365685760,"Wed Oct 28 14:56:03 +0000 2015","calum singing with morning voice holy shit all raspy and shit kill me now",3045320288,1505,2082,6920,13251,278,1
"2984",2983,659383050833231872,"Wed Oct 28 14:55:44 +0000 2015","im emotional",3045320288,1505,2082,6920,13251,0,1
"2985",2984,659375504508649472,"Wed Oct 28 14:25:45 +0000 2015","band selfie",3045320288,1505,2082,6920,13251,31205,1
"2986",2985,659366975861186560,"Wed Oct 28 13:51:52 +0000 2015","the closest ill ever be to seeing live",3045320288,1505,2082,6920,13251,0,1
"2987",2986,659365129188839424,"Wed Oct 28 13:44:31 +0000 2015","skipped school to see on tv",3045320288,1505,2082,6920,13251,0,1
"2988",2987,659363672813236224,"Wed Oct 28 13:38:44 +0000 2015","thank you today show you rule",3045320288,1505,2082,6920,13251,16783,1
"2989",2988,659356176883187712,"Wed Oct 28 13:08:57 +0000 2015","when you stay home from school just to watch",3045320288,1505,2082,6920,13251,0,1
"2990",2989,659354458598457344,"Wed Oct 28 13:02:07 +0000 2015","thanks for having us and the fans that came down you rocked xx",3045320288,1505,2082,6920,13251,23683,1
